"gcm","K","ESS","ESS_frac","M_min","M_med","M_max","Y_inside","Y_pctile"
"CESM2-WACCM",10000,7770.42203593942,0.777042203593942,-2.77697812660881,1.66489264624437,5.40690516826651,TRUE,99.99
"EC-Earth3-Veg",10000,7755.31932425965,0.775531932425965,-2.03401285326692,1.72122985402529,5.50029152253836,TRUE,99.96
"MIROC-ES2L",10000,7556.26283294035,0.755626283294035,1.18826628254374,6.56386714272117,14.4991400375286,TRUE,33.41
"MRI-ESM2-0",10000,9447.55787321845,0.944755787321845,0.337577820676561,3.63866797568887,7.32379954934795,TRUE,88.67
