"gcm","scenario","year","dist","q05","q17","q50","q83","q95","mean"
"MIROC-ES2L","ssp585",2090,"posterior",30.8004879929746,43.6522029426924,67.5875938310589,106.942167326681,140.244906316716,74.741511357732
"ALL (uniform GCM prior)","ssp585",2090,"prior",-35.7061016594347,-22.0319881759592,25.9876106601006,94.1709003733708,150.905349722111,36.4954148106617
"ALL (uniform GCM prior)","ssp585",2090,"posterior",-34.5577920058748,-21.1233722049677,25.5531168307617,80.7398186298647,119.27883190638,30.7115782817747
"CESM2-WACCM","ssp126",2095,"prior",-29.4600634336905,-18.6392497401537,10.526567931938,56.2423627328331,85.527258119389,17.1948534070322
"CESM2-WACCM","ssp126",2095,"posterior",-29.3695573554958,-19.8339815878262,-1.28646733155517,38.9741052861047,68.6647769316815,7.40908596004986
"MRI-ESM2-0","ssp126",2095,"prior",-32.8193626874975,-26.0578587841082,-15.2294666988849,-1.98740100441985,10.9569906104396,-13.8019006775051
"MRI-ESM2-0","ssp126",2095,"posterior",-30.7276568225161,-23.7942665967118,-13.0752902045532,0.20874188342098,12.700095678382,-11.7153350688431
"EC-Earth3-Veg","ssp126",2095,"prior",-12.8198139275223,0.72546283440927,30.6499330388822,73.7238768675543,103.94364803704,36.3438328276463
"EC-Earth3-Veg","ssp126",2095,"posterior",-6.80655144234714,7.21580372581958,42.5851717615053,80.6632864222535,105.372114028001,44.4354841325141
"MIROC-ES2L","ssp126",2095,"prior",18.7342306276876,32.914274201557,62.8766303150573,112.58660537347,146.739374872734,70.865139587188
"MIROC-ES2L","ssp126",2095,"posterior",18.1275151365761,30.246378144515,47.4540773229103,76.4223880808251,102.432325679704,52.8104856260776
"ALL (uniform GCM prior)","ssp126",2095,"prior",-27.6203054631129,-16.6414397004718,19.0365541425309,73.5333402923721,114.116111471883,27.6504812860902
"ALL (uniform GCM prior)","ssp126",2095,"posterior",-26.1632273667965,-15.7031924210817,18.3088535840419,62.5241191571928,92.3731103215503,23.2349301624496
"CESM2-WACCM","ssp534-over",2095,"prior",-29.4700514853965,-18.6491034398529,10.5149089486629,56.228363541527,85.512421404685,17.183074516195
"CESM2-WACCM","ssp534-over",2095,"posterior",-29.3786339822606,-19.8432690330802,-1.29783790527894,38.9613548201717,68.6498018091565,7.39785321816821
"MRI-ESM2-0","ssp534-over",2095,"prior",-31.3875487762765,-24.5573625967773,-13.6048769210213,-0.100104211883629,13.0673554943172,-12.1216544732902
"MRI-ESM2-0","ssp534-over",2095,"posterior",-29.2544559044078,-22.2334328942471,-11.441869682541,2.10541509647681,14.7496749465096,-10.0039971212317
"EC-Earth3-Veg","ssp534-over",2095,"prior",-9.14815689352463,4.59371049955778,34.9779259144279,78.7086201162093,109.494600684482,40.7680823870704
"EC-Earth3-Veg","ssp534-over",2095,"posterior",-3.05810628720346,11.0771550335445,47.188190686018,85.7658417578232,110.726515604133,48.95642873796
"MIROC-ES2L","ssp534-over",2095,"prior",22.6743190492206,37.0110090694457,67.4957148525313,117.900042420736,152.414877999261,75.549127576645
"MIROC-ES2L","ssp534-over",2095,"posterior",22.0722669209653,34.2640596137847,51.8324460688511,81.3081912633097,107.570232834254,57.2445273381054
"ALL (uniform GCM prior)","ssp534-over",2095,"prior",-26.4644109734523,-15.4602522921889,21.8480849377541,77.3530450699984,119.114572251559,30.344657501655
"ALL (uniform GCM prior)","ssp534-over",2095,"posterior",-25.186553545878,-14.6868312939462,20.8306020159284,66.5759572280485,97.019290794361,25.8987030432508
"CESM2-WACCM","ssp585",2095,"prior",-44.9352642129442,-31.705323657338,11.4141043051322,75.6418096877113,117.854937357078,20.6852326214858
"CESM2-WACCM","ssp585",2095,"posterior",-45.2663347959061,-34.1697737158197,-6.32404383130837,49.5560541152099,91.0576114539371,5.64655206802135
"MRI-ESM2-0","ssp585",2095,"prior",-47.0679438266153,-36.3029413113816,-16.5996968030535,18.1146827528667,44.5176955584952,-10.3356070840781
"MRI-ESM2-0","ssp585",2095,"posterior",-43.7747930409517,-33.252590789815,-10.9127698540356,22.4630236289609,48.0206464778735,-6.09851833772488
"EC-Earth3-Veg","ssp585",2095,"prior",-19.0062187007223,-2.05571584996815,44.4674616677761,109.126448616943,157.223651638436,53.2668701762168
"EC-Earth3-Veg","ssp585",2095,"posterior",-12.7318155819184,7.08239360635248,59.7764409386283,116.836239540509,156.736127450649,63.3497383577996
"MIROC-ES2L","ssp585",2095,"prior",36.4771241133269,54.036182221122,101.931101475297,176.724903503177,227.706163096017,113.734357677003
"MIROC-ES2L","ssp585",2095,"posterior",35.3961986345904,50.3721090210464,78.2159850340377,124.467321246192,163.615051031002,86.7345223058391
"ALL (uniform GCM prior)","ssp585",2095,"prior",-40.1198085242708,-23.8953312903106,32.9667503002902,111.245804882338,176.912481209292,44.3377133476569
"ALL (uniform GCM prior)","ssp585",2095,"posterior",-38.9085225900236,-23.1375492744698,32.0240107283179,95.0781776935493,140.849535320468,37.408073598484
"CESM2-WACCM","ssp126",2100,"prior",-30.7329144950018,-18.737844866826,14.5997904725779,65.7908937376209,99.1124206999375,21.9385878856845
"CESM2-WACCM","ssp126",2100,"posterior",-30.8553985680602,-20.2945585420326,0.656640872684875,46.1263744456482,79.7344423289698,10.5849924717947
"MRI-ESM2-0","ssp126",2100,"prior",-36.2130872303818,-28.6647447015553,-16.6188391197204,-2.08023344489055,12.4031404073123,-15.0766419401365
"MRI-ESM2-0","ssp126",2100,"posterior",-33.8909538051135,-26.1947634793945,-14.3136737754234,0.291035431716115,14.3715546312713,-12.809619723678
"EC-Earth3-Veg","ssp126",2100,"prior",-13.2713296307018,1.66008413463908,34.3262966604818,81.2891977458957,115.401808426328,40.6534843399311
"EC-Earth3-Veg","ssp126",2100,"posterior",-6.74990408012116,8.51191169772626,47.0107797417185,88.8090567310584,116.629403847589,49.216366169612
"MIROC-ES2L","ssp126",2100,"prior",18.8916144142702,34.1614789549699,66.4332810534269,120.468158573909,157.903685853797,75.2729447813375
"MIROC-ES2L","ssp126",2100,"posterior",18.1665833198176,31.1572651496883,49.7602479375671,81.2412713102801,109.46949035629,55.671726793028
"ALL (uniform GCM prior)","ssp126",2100,"prior",-29.8951186313428,-17.648217362062,22.0072087941912,80.5806418549079,124.314783305881,30.6970937667039
"ALL (uniform GCM prior)","ssp126",2100,"posterior",-28.1414671058835,-16.7069024333415,20.828626639686,68.0209576899248,100.958816629695,25.6658664276894
"CESM2-WACCM","ssp534-over",2100,"prior",-30.7429180218267,-18.7484543288169,14.5874847576738,65.7765238892199,99.0963890316529,21.926283384506
"CESM2-WACCM","ssp534-over",2100,"posterior",-30.8642490861853,-20.3039384759071,0.645447849206259,46.1132264803417,79.7198669287092,10.5733898984541
"MRI-ESM2-0","ssp534-over",2100,"prior",-34.4526703424289,-26.8364502053412,-14.722904202157,0.209440319768685,14.8328285197362,-13.0994464352332
"MRI-ESM2-0","ssp534-over",2100,"posterior",-32.148275259859,-24.3405899580289,-12.3647431188272,2.55425065960233,16.8620902625974,-10.7923307284021
"EC-Earth3-Veg","ssp534-over",2100,"prior",-9.37218735457591,5.79081758121909,39.0606541295236,86.8623669109358,121.503138454065,45.4674260525441
"EC-Earth3-Veg","ssp534-over",2100,"posterior",-2.83473370907172,12.661151556769,51.9676373763124,94.4400861461218,122.608289397406,54.1511982591881
"MIROC-ES2L","ssp534-over",2100,"prior",23.8596211480984,39.3136148312031,72.3208659857045,127.193370900915,165.055952193941,81.253806008253
"MIROC-ES2L","ssp534-over",2100,"posterior",23.0991513481488,36.2927660624593,55.3383267581426,87.4683536698569,116.081497584887,61.3271861184004
"ALL (uniform GCM prior)","ssp534-over",2100,"prior",-28.530317711283,-16.2799502022043,24.9886662983066,85.1393043664499,130.232359855072,33.8870172525174
"ALL (uniform GCM prior)","ssp534-over",2100,"posterior",-27.084253462683,-15.3806011430271,23.8437490162477,72.8281778313716,106.396452009759,28.8148608869104
"CESM2-WACCM","ssp585",2100,"prior",-48.3749368381597,-33.706415083892,16.7193641627792,90.4053527988164,139.851712878454,27.364244823051
"CESM2-WACCM","ssp585",2100,"posterior",-49.0001736925612,-36.5284195008037,-3.75266839052403,60.1853938339434,108.730623567831,9.5915652589478
"MRI-ESM2-0","ssp585",2100,"prior",-52.7797896374165,-40.3827648380731,-16.5286546536418,25.1236120367404,56.9844913390331,-8.99138018542654
"MRI-ESM2-0","ssp585",2100,"posterior",-49.1938225292952,-36.7208782628594,-9.73739746533063,30.0515817561232,60.8384956870328,-4.04027622023914
"EC-Earth3-Veg","ssp585",2100,"prior",-18.2135118943345,0.737278899936906,54.1982861465278,129.319965602504,186.031294370583,64.8616387032301
"EC-Earth3-Veg","ssp585",2100,"posterior",-11.1810614255959,10.5393869794038,71.0801175108988,137.563800287903,184.995748864322,75.7458808933955
"MIROC-ES2L","ssp585",2100,"prior",41.9852535514533,61.93080368992,116.976950464323,201.53862923057,260.945700508097,130.226888447377
"MIROC-ES2L","ssp585",2100,"posterior",40.6451013088952,57.6945323006186,89.7196823221151,142.942265505227,188.778339996667,99.6509039919353
"ALL (uniform GCM prior)","ssp585",2100,"prior",-44.0611176617463,-24.8398599042289,40.8987082078772,129.939272627841,203.592763110865,53.3653479470577
"ALL (uniform GCM prior)","ssp585",2100,"posterior",-42.6473784648548,-24.1754033991669,39.5173135426214,110.758727238088,163.965426580338,45.23701848101
"CESM2-WACCM","ssp126",2105,"prior",-32.45030775798,-19.0679556104268,18.8580934608436,75.8765643011342,113.467795063405,26.7998336018149
"CESM2-WACCM","ssp126",2105,"posterior",-32.7373539091441,-21.1231687955826,2.65221573855339,53.5634449898376,91.2335548297748,13.7340889257027
"MRI-ESM2-0","ssp126",2105,"prior",-40.1670310907024,-31.7628255647373,-18.4737599644074,-2.44700150305261,13.7227690328191,-16.7955235851728
"MRI-ESM2-0","ssp126",2105,"posterior",-37.7558524700866,-29.0804404047686,-16.014102356737,0.18570291443457,16.0003208666625,-14.3362695627239
"EC-Earth3-Veg","ssp126",2105,"prior",-14.1852979628721,2.35448720843144,37.8655761830918,89.359168515271,127.459169022417,44.9363951735992
"EC-Earth3-Veg","ssp126",2105,"posterior",-7.16171851021779,9.60367385765507,51.2231769738907,97.1515055453556,128.221934748731,53.9838693717705
"MIROC-ES2L","ssp126",2105,"prior",18.855295971496,35.1521979492686,70.0158664031781,128.664761388919,169.450099901316,79.7569917364448
"MIROC-ES2L","ssp126",2105,"posterior",18.0280564571859,31.9069054150202,52.0232930718006,86.2322434659589,116.870148460425,58.5009333608912
"ALL (uniform GCM prior)","ssp126",2105,"prior",-32.7989936173003,-19.1198624282,24.7105489415761,87.8162361565698,135.334423585894,33.6744242316716
"ALL (uniform GCM prior)","ssp126",2105,"posterior",-30.8305934724488,-18.0751575268274,23.0309518224489,73.8077172095719,110.077641334005,27.9706555239104
"CESM2-WACCM","ssp534-over",2105,"prior",-32.4594268126419,-19.0784578093603,18.8459234003387,75.8599493440692,113.449791169286,26.7868117846047
"CESM2-WACCM","ssp534-over",2105,"posterior",-32.7473430939888,-21.1331901064679,2.64014147835129,53.5496600693778,91.217891650317,13.721943470269
"MRI-ESM2-0","ssp534-over",2105,"prior",-38.206608078942,-29.7023363591643,-16.2638622308086,0.176138966611088,16.6883568275171,-14.4801792865641
"MRI-ESM2-0","ssp534-over",2105,"posterior",-35.711605581542,-27.0090122175292,-13.7321649263286,2.76240506545541,19.0746984464843,-11.970995155685
"EC-Earth3-Veg","ssp534-over",2105,"prior",-10.1257978084219,6.75916291912784,43.0968163901143,95.5935803695885,134.355255457295,50.2162459986383
"EC-Earth3-Veg","ssp534-over",2105,"posterior",-2.95393974456622,14.0360826632506,56.6361512331032,103.457697451911,134.964358656148,59.4103369459073
"MIROC-ES2L","ssp534-over",2105,"prior",24.9470739883531,41.5496790036587,77.3478395518166,137.110579144243,178.469390242774,87.1704062030066
"MIROC-ES2L","ssp534-over",2105,"posterior",24.0020449159154,38.3415822556325,59.0085568854932,93.9807691210084,125.257573654207,65.5059353341368
"ALL (uniform GCM prior)","ssp534-over",2105,"prior",-31.1740760430999,-17.4511255710131,28.2315603266211,93.3523350702602,142.064916415895,37.4233211749215
"ALL (uniform GCM prior)","ssp534-over",2105,"posterior",-29.5360068754422,-16.6083817966233,26.7222318458414,79.5125271492738,116.341208904074,31.6668051486574
"CESM2-WACCM","ssp585",2105,"prior",-51.5027062713859,-35.3268582776783,23.3491806868991,106.900305948451,165.362675208649,35.2865352466367
"CESM2-WACCM","ssp585",2105,"posterior",-52.5424756434905,-38.7456390151621,-0.382288538027337,72.4073994366629,128.288768019875,14.4817515749698
"MRI-ESM2-0","ssp585",2105,"prior",-58.9365752495953,-44.6691154654337,-16.0813103597854,33.5081140137365,71.2842891992504,-7.17403216873299
"MRI-ESM2-0","ssp585",2105,"posterior",-54.8779162087644,-40.5230077720519,-8.18961496068195,38.9177773742234,76.0917202812755,-1.45003909980784
"EC-Earth3-Veg","ssp585",2105,"prior",-17.1557820931761,4.21745082787328,65.196456151986,152.321496196097,218.087838627484,77.9397690312096
"EC-Earth3-Veg","ssp585",2105,"posterior",-9.46904739061439,15.0551766086666,83.8364332128191,160.467884264864,216.208540232069,89.5816851924279
"MIROC-ES2L","ssp585",2105,"prior",48.6197580625782,71.0835745552095,133.846239468923,229.489344600263,298.395578279469,148.740578703117
"MIROC-ES2L","ssp585",2105,"posterior",46.6581826524097,66.0096440364368,103.06206196876,163.826395541649,216.42539857973,114.253142848834
"ALL (uniform GCM prior)","ssp585",2105,"prior",-48.0261537542371,-25.4945734047538,50.1222457163061,150.975950393272,233.690785626301,63.6982127030577
"ALL (uniform GCM prior)","ssp585",2105,"posterior",-46.5047985273322,-25.0784695295164,48.1700943646803,128.176673617693,189.29244290627,54.2166351291065
"CESM2-WACCM","ssp126",2110,"prior",-33.6413836858847,-19.3524998433408,23.4679057465664,86.7958342661992,128.870066472443,32.1922607903261
"CESM2-WACCM","ssp126",2110,"posterior",-34.3686946367978,-21.6175071599129,4.88409031401434,61.7856835804867,103.482851312216,17.3458797215311
"MRI-ESM2-0","ssp126",2110,"prior",-44.4655529024599,-35.1197410434024,-20.5157692557796,-2.67045561671904,15.2895597847204,-18.5916932055754
"MRI-ESM2-0","ssp126",2110,"posterior",-41.8270281367532,-32.2123775687326,-17.8917750644534,-0.111871275170557,17.7925646535946,-15.9112847849498
"EC-Earth3-Veg","ssp126",2110,"prior",-14.8785003604289,3.28608499990293,41.7008766168991,97.5841798932457,139.837998554037,49.4737330178973
"EC-Earth3-Veg","ssp126",2110,"posterior",-7.35500942935008,10.9784162848844,55.6214061710558,106.03110639353,140.286446224347,59.0305707191983
"MIROC-ES2L","ssp126",2110,"prior",17.9864551661416,35.4394775029246,72.8913978359205,135.995622191593,180.045298780216,83.4175330898713
"MIROC-ES2L","ssp126",2110,"posterior",17.1915546244669,32.0224260786851,53.4848382261806,90.4375848507887,123.274988721267,60.5701910791796
"ALL (uniform GCM prior)","ssp126",2110,"prior",-35.8164583212536,-20.5835501988461,27.2925787405357,95.5775793112256,145.650266340307,36.62295842313
"ALL (uniform GCM prior)","ssp126",2110,"posterior",-33.6495435015148,-19.4303226188081,25.2180813910339,79.5579482601065,119.345915012019,30.2588391837401
"CESM2-WACCM","ssp534-over",2110,"prior",-33.6515133996061,-19.3628722016663,23.4545869275667,86.7780766602931,128.849532912094,32.1782003769105
"CESM2-WACCM","ssp534-over",2110,"posterior",-34.3782079588193,-21.6287851131008,4.87934844655724,61.7691027498043,103.465018897477,17.3328916119455
"MRI-ESM2-0","ssp534-over",2110,"prior",-42.0499435865336,-32.7307804472072,-17.9537113530426,0.366573387290721,18.776404998939,-15.8922106486779
"MRI-ESM2-0","ssp534-over",2110,"posterior",-39.4743778732134,-29.7643191024587,-15.2111402080318,3.04489937958619,21.3545816350809,-13.151313027189
"EC-Earth3-Veg","ssp534-over",2110,"prior",-10.5228452918512,8.07730474414354,47.3774488809151,104.56506406935,147.491697557261,55.3291755095044
"EC-Earth3-Veg","ssp534-over",2110,"posterior",-2.8136481787666,15.7429596643726,61.7969888608598,113.085466354473,148.028161916043,65.0588371942819
"MIROC-ES2L","ssp534-over",2110,"prior",25.2831161346103,43.2015053179439,81.8295450370427,146.150112522622,190.965008293716,92.3819377089998
"MIROC-ES2L","ssp534-over",2110,"posterior",24.4280686013624,39.6506114404214,61.8784014830088,99.8318311705437,133.36570643433,69.0359701040665
"ALL (uniform GCM prior)","ssp534-over",2110,"prior",-33.8683277815439,-18.6835571184395,31.6482092760985,101.541915483741,154.009019773464,40.9992757366843
"ALL (uniform GCM prior)","ssp534-over",2110,"posterior",-32.0109248843337,-17.729844939887,29.5119447801121,86.156064224436,126.572328765958,34.5690964707765
"CESM2-WACCM","ssp585",2110,"prior",-53.3632257661074,-35.2420578349966,31.9301045308467,127.019747293292,195.076527203546,45.6508312181686
"CESM2-WACCM","ssp585",2110,"posterior",-54.6463451974357,-39.3748270950026,4.76744240590629,87.1572999508917,152.256879537041,21.5424587106567
"MRI-ESM2-0","ssp585",2110,"prior",-64.6217089331195,-48.3953985087319,-14.2987540883831,43.8697150270807,88.7608508066199,-3.93419081051
"MRI-ESM2-0","ssp585",2110,"posterior",-59.9251646810926,-43.9692058218026,-5.08604402964599,50.5527320259181,94.3596264618402,2.63346436204203
"EC-Earth3-Veg","ssp585",2110,"prior",-14.2823784144364,9.36040318723639,78.4158504724573,178.563665238171,255.019813744849,93.6674915482006
"EC-Earth3-Veg","ssp585",2110,"posterior",-6.45379502513081,21.3187604814915,98.6071073647926,186.589031976687,251.900689797531,105.954937121914
"MIROC-ES2L","ssp585",2110,"prior",55.8977024710756,81.4870642931106,152.974289863226,260.090913599244,338.905955385013,169.283148539327
"MIROC-ES2L","ssp585",2110,"posterior",53.4990205997582,75.2222500534667,118.091683420787,186.936576022937,247.29519470355,130.661809947866
"ALL (uniform GCM prior)","ssp585",2110,"prior",-51.2843327320777,-24.6863101301371,61.0382136501283,174.716885782688,267.068506529712,76.1668201237967
"ALL (uniform GCM prior)","ssp585",2110,"posterior",-49.4620802403889,-24.4715611838308,58.1962789902569,148.381374437029,218.504466625166,65.1981675356206
"CESM2-WACCM","ssp126",2115,"prior",-34.5815923797119,-19.1245875591263,28.2300890427912,97.8164613702601,144.667293839659,38.0104355832891
"CESM2-WACCM","ssp126",2115,"posterior",-35.5669719528818,-21.7429626048342,7.79611876144615,70.1773255224183,115.865753279321,21.3969311370429
"MRI-ESM2-0","ssp126",2115,"prior",-48.3218172317104,-38.1297959979378,-22.3039327193898,-2.8297034660469,17.1073043704459,-20.0890362985137
"MRI-ESM2-0","ssp126",2115,"posterior",-45.5490111616057,-35.0434197369062,-19.34800419741,0.150691873114993,20.0197001682749,-17.1860139766789
"EC-Earth3-Veg","ssp126",2115,"prior",-15.5855027132502,4.3461046354527,45.2867568817143,105.744337647334,151.806964946184,53.998523503969
"EC-Earth3-Veg","ssp126",2115,"posterior",-7.29717433335858,12.4955587310314,60.0201943762829,114.351964706911,152.073079283533,64.0061919159192
"MIROC-ES2L","ssp126",2115,"prior",16.9982026071948,35.5830000649885,75.3970902899246,142.737627587932,189.653080344015,86.6592733651957
"MIROC-ES2L","ssp126",2115,"posterior",15.9988336797342,31.7387911534384,54.794521018819,94.2109014680602,129.108061937368,62.3053258207475
"ALL (uniform GCM prior)","ssp126",2115,"prior",-38.6252157416223,-21.7421567436677,29.7057855049047,103.203050119434,156.375365556495,39.6447990384852
"ALL (uniform GCM prior)","ssp126",2115,"posterior",-36.2383400765402,-20.3758950569122,27.3075315368782,85.2920592999651,128.461673956843,32.630608724258
"CESM2-WACCM","ssp534-over",2115,"prior",-34.5913421055615,-19.1364112461778,28.2156418799936,97.7969112604871,144.644951959143,37.9953505199928
"CESM2-WACCM","ssp534-over",2115,"posterior",-35.5583125484291,-21.7523834610782,7.78306252215023,70.1597464208488,115.845174122753,21.3831279280969
"MRI-ESM2-0","ssp534-over",2115,"prior",-45.6691429616425,-35.3982053930308,-19.346845152321,0.720568216015518,21.1441176624918,-16.9846365529619
"MRI-ESM2-0","ssp534-over",2115,"posterior",-42.8487019091855,-32.2770554200075,-16.2665301868406,3.79284397387035,24.0860244778669,-14.009961352969
"EC-Earth3-Veg","ssp534-over",2115,"prior",-10.813101101432,9.51504970241144,51.6095214022529,113.548157091375,160.402902538458,60.4373889623775
"EC-Earth3-Veg","ssp534-over",2115,"posterior",-2.62757884942699,17.6652056529801,66.5967592540262,122.284522476182,160.607053954412,70.6448937718446
"MIROC-ES2L","ssp534-over",2115,"prior",25.5620524289093,44.660551362321,85.9364090062173,154.650396578002,202.755759709033,97.2724481799765
"MIROC-ES2L","ssp534-over",2115,"posterior",24.47733267612,40.787436858758,64.5733894973897,105.345300130565,141.08719774866,72.3239758542008
"ALL (uniform GCM prior)","ssp534-over",2115,"prior",-36.319227092998,-19.5815185595585,34.9783848667907,110.118653819566,165.53912877685,44.6801377773466
"ALL (uniform GCM prior)","ssp534-over",2115,"posterior",-34.0578629194436,-18.4849830141935,32.4661083520391,92.6427842221542,136.855665256244,37.5855090502937
"CESM2-WACCM","ssp585",2115,"prior",-54.4784242478249,-33.8843975662691,41.3655825043992,148.704452152236,227.061282895555,57.4063959302104
"CESM2-WACCM","ssp585",2115,"posterior",-56.0718131947594,-39.2573267815624,11.5471907432221,104.01408634973,177.276328025461,29.9121768730713
"MRI-ESM2-0","ssp585",2115,"prior",-69.38956477457,-51.3946398776636,-11.346880710384,56.3828229025837,108.356927422789,0.44871423358968
"MRI-ESM2-0","ssp585",2115,"posterior",-64.7911693374033,-46.8389904864447,-0.63468522986489,63.4893247856108,114.749119020339,7.88995121171707
"EC-Earth3-Veg","ssp585",2115,"prior",-10.3002051958835,15.9631765730372,93.2481757439276,205.969900743611,293.459933069808,110.705362350365
"EC-Earth3-Veg","ssp585",2115,"posterior",-2.39454968461857,28.3527514465733,114.360780999907,214.019468831505,289.277773106177,123.515064331512
"MIROC-ES2L","ssp585",2115,"prior",63.4273993191178,92.5774925698824,172.737383177257,292.356585787279,380.613520520834,190.870937315394
"MIROC-ES2L","ssp585",2115,"posterior",60.8778714175736,85.369291404659,134.064812413931,211.952362719922,280.116519843691,148.069563927714
"ALL (uniform GCM prior)","ssp585",2115,"prior",-53.8592069701785,-23.092365279704,73.0757199822147,199.668911238345,302.387672473925,89.8578524573896
"ALL (uniform GCM prior)","ssp585",2115,"posterior",-51.735334681153,-23.1063284214744,69.5088730800318,170.120775653977,249.326464601405,77.3466890860042
"CESM2-WACCM","ssp126",2120,"prior",-35.8645268760685,-18.9120669387266,33.0112273383569,108.630289294661,160.069335513051,43.5492387633939
"CESM2-WACCM","ssp126",2120,"posterior",-37.2936549780747,-22.0059596524909,10.7956785392584,78.4237910378291,128.595044164921,25.2106564803704
"MRI-ESM2-0","ssp126",2120,"prior",-52.8571615466089,-41.7497710775788,-24.3918337070512,-3.01295775876658,19.0592796742983,-21.9615191628322
"MRI-ESM2-0","ssp126",2120,"posterior",-49.8303535679271,-38.3928775461458,-21.1962276778476,0.197530059099093,22.1143969322218,-18.8000769258592
"EC-Earth3-Veg","ssp126",2120,"prior",-16.7083109845808,4.88453070543879,48.4157795183448,113.898385585602,163.731807636326,58.0155570622435
"EC-Earth3-Veg","ssp126",2120,"posterior",-7.87632881081638,13.3179235258023,63.940691319165,122.372608428437,163.762763313759,68.5120875757425
"MIROC-ES2L","ssp126",2120,"prior",15.4877326646392,35.0991009617258,77.3792797034967,148.777577409112,198.788316651692,89.3084710148191
"MIROC-ES2L","ssp126",2120,"posterior",14.1742962209384,30.9349030747695,55.5218619313745,97.2702201938404,134.347321144473,63.4338691790064
"ALL (uniform GCM prior)","ssp126",2120,"prior",-41.9497210263757,-23.2383183174306,31.4978950961283,110.148971512463,166.949562169531,42.2279369194059
"ALL (uniform GCM prior)","ssp126",2120,"posterior",-39.3922862128472,-21.7121548077781,28.5871768134115,90.4886659147973,137.16047297616,34.5891340773152
"CESM2-WACCM","ssp534-over",2120,"prior",-35.8753435423166,-18.9234674360145,32.9959125384071,108.60872350502,160.044170904767,43.5326751350296
"CESM2-WACCM","ssp534-over",2120,"posterior",-37.3035459722495,-22.0192729167604,10.7807378827674,78.4053356056707,128.572386799955,25.1956009060081
"MRI-ESM2-0","ssp534-over",2120,"prior",-49.8666702071691,-38.6542036760713,-20.9728040385742,1.09769457047464,23.8163574452197,-18.4037655650923
"MRI-ESM2-0","ssp534-over",2120,"posterior",-46.8175970756691,-35.243240129782,-17.6864899383541,4.3306859576274,26.9801087746044,-15.1592446352386
"EC-Earth3-Veg","ssp534-over",2120,"prior",-11.4946357076844,10.4841826055589,55.4314311113072,122.513783713172,173.461117361497,65.1734907405134
"EC-Earth3-Veg","ssp534-over",2120,"posterior",-2.74686491000357,19.1198795732808,71.3639383348433,131.335291775127,173.806290552875,75.8955259608212
"MIROC-ES2L","ssp534-over",2120,"prior",25.5149956438581,45.6948939156279,89.6755181047786,162.749791983842,214.024064260545,101.647732214704
"MIROC-ES2L","ssp534-over",2120,"posterior",23.9230657377316,41.4463448670634,66.9921402431339,110.188960383692,148.121660470485,75.0789549038586
"ALL (uniform GCM prior)","ssp534-over",2120,"prior",-39.321628680333,-20.7839171235123,37.7587525882749,118.153489976758,177.063594946546,47.9875331312888
"ALL (uniform GCM prior)","ssp534-over",2120,"posterior",-36.8627924885007,-19.522045742747,34.8297067861354,98.8459465447182,146.371509498525,40.2527092838626
"CESM2-WACCM","ssp585",2120,"prior",-53.6672346744204,-30.9681406904596,53.5978722087727,173.507082118705,262.628973867241,71.5926792286527
"CESM2-WACCM","ssp585",2120,"posterior",-56.0512118495783,-36.9916157350252,20.2770101137606,122.71534461722,205.31459379737,40.576522745896
"MRI-ESM2-0","ssp585",2120,"prior",-73.7582750513406,-53.7762641937508,-6.75011479159598,70.8028307197129,131.263824966484,6.46016246063565
"MRI-ESM2-0","ssp585",2120,"posterior",-69.0816458469588,-49.0020187717665,4.90655164449389,78.9583931563273,139.32612460262,14.8217624440024
"EC-Earth3-Veg","ssp585",2120,"prior",-4.76178244056509,24.05097597559,109.902381868043,235.921570658772,334.821979667442,129.903155876794
"EC-Earth3-Veg","ssp585",2120,"posterior",2.6977364725676,36.9100213098366,132.003927488683,244.320163265335,329.743727471197,143.037899005919
"MIROC-ES2L","ssp585",2120,"prior",72.2344935016417,105.376889001028,195.038501663467,326.894573963949,425.351087583145,214.690777157977
"MIROC-ES2L","ssp585",2120,"posterior",69.1133939619249,96.780426257704,151.981899237095,239.176359091261,315.243355855679,167.505488681839
"ALL (uniform GCM prior)","ssp585",2120,"prior",-55.3767839860514,-19.7353422746071,87.1549647611404,228.023485580682,341.151773991245,105.661693681015
"ALL (uniform GCM prior)","ssp585",2120,"posterior",-52.9073926967921,-19.995120729596,82.5468417202951,194.241559743981,283.446024448685,91.4854182194153
"CESM2-WACCM","ssp126",2125,"prior",-36.9510702879731,-18.3892434722277,38.7683999482337,120.793309603584,177.424840482882,49.9704080772575
"CESM2-WACCM","ssp126",2125,"posterior",-38.4185174686159,-21.9015370484216,14.5343487677905,87.3139433935872,142.572224112005,29.8035145047029
"MRI-ESM2-0","ssp126",2125,"prior",-57.2952659346861,-45.2272704597843,-26.2417106863374,-2.86025152079295,21.3252501037092,-23.6121277596323
"MRI-ESM2-0","ssp126",2125,"posterior",-53.9589915020667,-41.6364582371922,-22.8081363581639,0.528779361290679,24.5764395423564,-20.1810367251532
"EC-Earth3-Veg","ssp126",2125,"prior",-17.6006828325895,5.67263540198839,51.7969188578373,121.516804162267,175.467294132424,62.1934408770573
"EC-Earth3-Veg","ssp126",2125,"posterior",-8.4960051667436,14.5681920903461,67.9751748147493,130.552481385798,175.531475724261,73.1205370536673
