"axis","value","gcm","scenario","year","ess","q05","q17","q50","q83","q95","mean"
"sigma_mod_mult","4","MIROC-ES2L","ssp534-over",2100,9247.15652948381,22.9818434579026,37.5681283153053,61.7761362738753,107.754117254078,144.894899819822,71.0042922403237
"sigma_mod_mult","4","ALL (uniform GCM prior)","ssp534-over",2100,NA,-28.0241128988872,-15.9817472830669,24.4408875990941,78.6700597223264,117.621499870689,31.2162940802657
"sigma_mod_mult","4","CESM2-WACCM","ssp585",2100,9626.72349461047,-48.7156450036237,-35.0786581480462,8.51392579253431,80.1597098204494,130.809292628616,20.8018035618337
"sigma_mod_mult","4","MRI-ESM2-0","ssp585",2100,9930.41987886913,-51.7716401030246,-39.2647449394858,-14.2064022497706,26.9765361311721,58.7788256079909,-7.33455007690484
"sigma_mod_mult","4","EC-Earth3-Veg","ssp585",2100,9676.0013783398,-16.1740388720416,3.67695570673204,60.366367139198,132.338383746776,186.029470792789,68.6465979422471
"sigma_mod_mult","4","MIROC-ES2L","ssp585",2100,9247.15652948381,40.8040618582591,59.3659216537344,100.762505056752,173.409652348662,230.467732096196,114.574360937882
"sigma_mod_mult","4","ALL (uniform GCM prior)","ssp585",2100,NA,-43.5499015316577,-24.6451309828107,40.0902169695173,119.712388921885,183.286800089949,49.1720530912648
"sigma_mod_mult","4","CESM2-WACCM","ssp126",2300,9626.72349461047,-56.6905100760985,8.09688015412149,168.755443681913,427.193797047755,622.029000733829,212.065268129343
"sigma_mod_mult","4","MRI-ESM2-0","ssp126",2300,9930.41987886913,-203.735914615682,-161.377901432369,-90.5957358944241,26.7469712037444,145.450828652026,-68.029669912333
"sigma_mod_mult","4","EC-Earth3-Veg","ssp126",2300,9676.0013783398,2.94332337598885,66.6779618181614,219.645531735146,459.508741851493,630.405987777499,257.896865212769
"sigma_mod_mult","4","MIROC-ES2L","ssp126",2300,9247.15652948381,10.0074784950142,54.7855559563831,124.34867295646,210.670617429915,282.57654728415,132.829512326248
"sigma_mod_mult","4","ALL (uniform GCM prior)","ssp126",2300,NA,-154.847107460842,-58.1197509577834,106.327279268041,311.700682810995,531.829855327419,133.690493939007
"sigma_mod_mult","4","CESM2-WACCM","ssp534-over",2300,9626.72349461047,-56.8735225044891,7.90150855508123,168.52706972747,426.946273037557,621.773038395036,211.847902211129
"sigma_mod_mult","4","MRI-ESM2-0","ssp534-over",2300,9930.41987886913,-182.81994945365,-140.011751291811,-68.4578459189932,53.7153817820154,176.244788630033,-44.2796642756746
"sigma_mod_mult","4","EC-Earth3-Veg","ssp534-over",2300,9676.0013783398,61.7865893814615,129.046661925721,289.212704951729,536.635252609233,713.499564624292,327.832190468236
"sigma_mod_mult","4","MIROC-ES2L","ssp534-over",2300,9247.15652948381,45.6346422338771,92.4377309896646,165.70583836565,258.585660673138,336.748048776887,175.603461361882
"sigma_mod_mult","4","ALL (uniform GCM prior)","ssp534-over",2300,NA,-133.896917226482,-39.7518808922119,144.699128440458,354.626915334718,578.705904290847,167.750972441394
"sigma_mod_mult","4","CESM2-WACCM","ssp585",2300,9626.72349461047,395.182138550956,584.694190288496,1001.47834574524,1595.04683725112,2112.95039175218,1088.94449011601
"sigma_mod_mult","4","MRI-ESM2-0","ssp585",2300,9930.41987886913,-42.5906524700986,125.04444671473,523.314308939463,1077.36378744201,1511.66256976027,597.847729302573
"sigma_mod_mult","4","EC-Earth3-Veg","ssp585",2300,9676.0013783398,449.317286867695,668.674268499719,1123.61688743324,1780.70501388076,2314.34402233367,1222.46876613834
"sigma_mod_mult","4","MIROC-ES2L","ssp585",2300,9247.15652948381,615.750884654793,826.529665610064,1203.52050885588,1721.6911941297,2150.29775826084,1271.81192261214
"sigma_mod_mult","4","ALL (uniform GCM prior)","ssp585",2300,NA,160.45110973585,505.352258688233,994.296040103568,1595.16544518606,2101.60910170764,1045.26822704228
"sigma_mod_mult","10","CESM2-WACCM","ssp126",2100,9986.09450200753,-30.7893584532717,-18.9145033360681,13.3454210188474,64.4871267621684,98.0371003311166,21.173568577563
"sigma_mod_mult","10","MRI-ESM2-0","ssp126",2100,9997.73787705914,-36.1102010309612,-28.4917634656481,-16.4922803497729,-1.93500274341557,12.499599366213,-14.9432900090803
