"r","var_pc","var_cum","loo_r2","nRMSE_2021","NED_2021","pass_2021","rmse_mm_2021","nRMSE_2300","NED_2300","pass_2300","rmse_mm_2300"
1,74.3261255941369,74.3261255941369,0.986984406006093,0.959908923282413,19.5497385330264,0.942257217847769,2.75502290800742,0.465291514023729,19.4198773662546,0.939632545931758,274.124537494053
2,20.1458153181852,94.4719409123221,0.978585168631286,0.503464684154133,19.7105507491953,0.934383202099738,1.4449878572587,0.234901500654057,18.7914337339873,0.94750656167979,138.391230621431
3,3.65769238200725,98.1296332943294,0.936052162323022,0.239160029003749,19.8989754993906,0.960629921259842,0.686410286021685,0.165530484447094,18.0422192305237,0.934383202099738,97.5215883432426
4,0.906604783331377,99.0362380776607,0.912195153634665,0.239858153670326,19.9781329773794,0.958005249343832,0.68841396512333,0.162613031949503,18.3059108967306,0.94488188976378,95.8027834812174
5,0.379291609116381,99.4155296867771,0.864013740474334,0.218144300236383,20.1236622987977,0.952755905511811,0.62609329888026,0.142215942920022,17.7601715775125,0.9501312335958,83.7859243124804
6,0.249882841902125,99.6654125286793,0.854696706260572,0.204644587615874,20.3061733303394,0.937007874015748,0.587347938128907,0.124637726751006,17.2763597629558,0.955380577427822,73.4297922273889
7,0.139767694073901,99.8051802227532,0.816229865349197,0.199701299728163,20.3139789934625,0.929133858267717,0.573160267776859,0.12291566839914,17.1909180074517,0.952755905511811,72.4152487959801
8,0.0645904636132488,99.8697706863664,0.893302913934564,0.201733117920989,20.6719799649036,0.923884514435696,0.578991764422396,0.122917004423148,17.1907957561112,0.952755905511811,72.4160359089024
9,0.0394982450852156,99.9092689314516,0.845709170617949,0.195802138156539,20.5860906198199,0.931758530183727,0.561969331646052,0.122822984545814,17.2228568423582,0.955380577427822,72.3606444938163
