"scenario","year","input","S","T"
"ssp534-over",2045,"UMV",0.00809972742725528,0.00122912587755208
"ssp534-over",2045,"forcing",0.71663637877438,0.78271183137458
"ssp534-over",2050,"aPhi",0.0363898872870289,0.0418370406599542
"ssp534-over",2050,"n",0.0100152922265224,0.00643175410001684
"ssp534-over",2050,"m",0.026511011633647,0.0272920866063417
"ssp534-over",2050,"uf",0.00853888317033865,0.00299105435597524
"ssp534-over",2050,"gamma",0.211007575283719,0.25484639653893
"ssp534-over",2050,"UMV",0.00706287753832799,0.000863494693433497
"ssp534-over",2050,"forcing",0.683388611154235,0.739545822427453
"ssp534-over",2055,"aPhi",0.0386046062377276,0.044841319122407
"ssp534-over",2055,"n",0.00890000583059155,0.00653964853789979
"ssp534-over",2055,"m",0.0218300106420135,0.0234046388738955
"ssp534-over",2055,"uf",0.00730309591099046,0.00265661429046626
"ssp534-over",2055,"gamma",0.26400886217526,0.304291402603707
"ssp534-over",2055,"UMV",0.00588762847104043,0.000705364812313314
"ssp534-over",2055,"forcing",0.63544411777647,0.687083427128454
"ssp534-over",2060,"aPhi",0.0387015016041195,0.0456602877016261
"ssp534-over",2060,"n",0.00748233636526923,0.00667399803449509
"ssp534-over",2060,"m",0.0166080102914242,0.0188907255877163
"ssp534-over",2060,"uf",0.00583388727317778,0.00229609324365432
"ssp534-over",2060,"gamma",0.298306996542961,0.337181508251661
"ssp534-over",2060,"UMV",0.00461826297202337,0.0005951414091655
"ssp534-over",2060,"forcing",0.606577271072438,0.655728755038332
"ssp534-over",2065,"aPhi",0.0366574141472572,0.0439115405867498
"ssp534-over",2065,"n",0.00642015776556584,0.00693786434168375
"ssp534-over",2065,"m",0.0123043943776613,0.0149193218625823
"ssp534-over",2065,"uf",0.00461148688506254,0.00199655185610326
"ssp534-over",2065,"gamma",0.302477029565789,0.340081344416036
"ssp534-over",2065,"UMV",0.00362146286624975,0.000532614899455441
"ssp534-over",2065,"forcing",0.60923276677828,0.656458974988228
"ssp534-over",2070,"aPhi",0.0355834264962179,0.0433913008015959
"ssp534-over",2070,"n",0.00576200758430362,0.00745554470034338
"ssp534-over",2070,"m",0.00940486871749145,0.012500285441619
"ssp534-over",2070,"uf",0.00367750519244055,0.00183886952506529
"ssp534-over",2070,"gamma",0.308754392747473,0.346736327720406
"ssp534-over",2070,"UMV",0.00284590892280174,0.000522870735817582
"ssp534-over",2070,"forcing",0.605389917157826,0.652428132672208
"ssp534-over",2075,"aPhi",0.0339379151912383,0.0421666149834933
"ssp534-over",2075,"n",0.00532249972891332,0.0081408586623829
"ssp534-over",2075,"m",0.00686468756030118,0.0103402378650689
"ssp534-over",2075,"uf",0.00283845093544255,0.00169799436578344
"ssp534-over",2075,"gamma",0.305609164528242,0.343501798776248
"ssp534-over",2075,"UMV",0.00217723254562226,0.000510520259624503
"ssp534-over",2075,"forcing",0.611591273299101,0.658167543377356
"ssp534-over",2080,"aPhi",0.0326364113723007,0.0414734311053689
"ssp534-over",2080,"n",0.00499826519795482,0.008947763851894
"ssp534-over",2080,"m",0.00482536131729345,0.00877373521099045
"ssp534-over",2080,"uf",0.00207995188822022,0.0015994830759557
"ssp534-over",2080,"gamma",0.30326887545564,0.342099656595806
"ssp534-over",2080,"UMV",0.00161587233101461,0.000531998394089461
"ssp534-over",2080,"forcing",0.614847735894382,0.661983283836991
"ssp534-over",2085,"aPhi",0.0310184062294201,0.0400468605328002
"ssp534-over",2085,"n",0.00496916993024515,0.00976113253784239
"ssp534-over",2085,"m",0.00342194767565076,0.00766870665106223
"ssp534-over",2085,"uf",0.00153174847407867,0.00152854229353971
"ssp534-over",2085,"gamma",0.294526166006972,0.332949731411392
"ssp534-over",2085,"UMV",0.00116399239466777,0.000517324678683484
"ssp534-over",2085,"forcing",0.625897510542408,0.672448581496193
"ssp534-over",2090,"aPhi",0.0295771090205656,0.0389309863039492
"ssp534-over",2090,"n",0.00499279942683015,0.0107100843374753
"ssp534-over",2090,"m",0.00218468962397185,0.00683043061829947
"ssp534-over",2090,"uf",0.000979562978274357,0.00148164758345437
"ssp534-over",2090,"gamma",0.287029311258773,0.325602134920806
"ssp534-over",2090,"UMV",0.000719329932504804,0.00051450751856208
"ssp534-over",2090,"forcing",0.634529378889198,0.681033209721155
"ssp534-over",2095,"aPhi",0.0278487209494725,0.0371436652258093
"ssp534-over",2095,"n",0.00522157871859445,0.0115802662126278
"ssp534-over",2095,"m",0.00144055339606554,0.00629170458678896
"ssp534-over",2095,"uf",0.000633740492759565,0.00144337764895319
"ssp534-over",2095,"gamma",0.273617266294814,0.310913975499398
"ssp534-over",2095,"UMV",0.000425329645968973,0.000480406565017799
"ssp534-over",2095,"forcing",0.650656583696099,0.695936923959206
"ssp534-over",2100,"aPhi",0.0263669790878648,0.0356243694143463
"ssp534-over",2100,"n",0.00543735399596801,0.0123780940432805
"ssp534-over",2100,"m",0.000910549210792874,0.005983857234516
"ssp534-over",2100,"uf",0.000352256938992939,0.00143290668188933
"ssp534-over",2100,"gamma",0.262110452081998,0.298275095227503
"ssp534-over",2100,"UMV",0.000181566504384582,0.000449725500612952
"ssp534-over",2100,"forcing",0.664285282831842,0.708547007123434
"ssp534-over",2105,"aPhi",0.0250641817791422,0.0342520276066944
"ssp534-over",2105,"n",0.00571856051764072,0.0131944828614413
"ssp534-over",2105,"m",0.000553663806611241,0.00585502508770352
"ssp534-over",2105,"uf",0.000113073337732036,0.00143140160530353
"ssp534-over",2105,"gamma",0.251812705024777,0.286950677535019
"ssp534-over",2105,"UMV",-4.53533484319566e-05,0.00041845664070228
"ssp534-over",2105,"forcing",0.676268704993362,0.719602407403203
"ssp534-over",2110,"aPhi",0.0239489705511395,0.0331345312389897
"ssp534-over",2110,"n",0.0059092240186349,0.0139447821608971
"ssp534-over",2110,"m",0.000268431372463744,0.00586249684786955
"ssp534-over",2110,"uf",-0.000111724052905869,0.00147391270046671
"ssp534-over",2110,"gamma",0.24423838631397,0.278492251043003
"ssp534-over",2110,"UMV",-0.000280516910374299,0.00038903111691535
"ssp534-over",2110,"forcing",0.685042250079331,0.727671864086148
"ssp534-over",2115,"aPhi",0.0229009311551896,0.032038320833204
"ssp534-over",2115,"n",0.00612433844153383,0.0146607468720995
"ssp534-over",2115,"m",0.000123809500196949,0.0059916592271182
"ssp534-over",2115,"uf",-0.000284378255022251,0.00152816416631796
"ssp534-over",2115,"gamma",0.236779423369994,0.270097166590729
"ssp534-over",2115,"UMV",-0.000480012305603202,0.000364436281005132
"ssp534-over",2115,"forcing",0.693605773199428,0.735511956827344
"ssp534-over",2120,"aPhi",0.0219840424159142,0.0310373002612634
"ssp534-over",2120,"n",0.00632291299390989,0.0153242426077088
"ssp534-over",2120,"m",6.82681789686813e-05,0.00621339796905418
"ssp534-over",2120,"uf",-0.000413436324728828,0.00161204341039023
"ssp534-over",2120,"gamma",0.230825843117791,0.263085249673621
"ssp534-over",2120,"UMV",-0.000677131205480215,0.000341007324379472
"ssp534-over",2120,"forcing",0.700603735435192,0.741729050391807
"ssp534-over",2125,"aPhi",0.0209936305680106,0.0299409330533611
"ssp534-over",2125,"n",0.00653023411297842,0.015969131099457
"ssp534-over",2125,"m",0.000123369888054933,0.0065328131648793
"ssp534-over",2125,"uf",-0.000500204335524445,0.00170643790776259
"ssp534-over",2125,"gamma",0.223461645897672,0.254606625420253
"ssp534-over",2125,"UMV",-0.000824169890117679,0.000332765770723609
"ssp534-over",2125,"forcing",0.709032118332394,0.749373014196488
"ssp534-over",2130,"aPhi",0.0201247342764964,0.02900492434865
"ssp534-over",2130,"n",0.0067614565928046,0.0166666715502767
"ssp534-over",2130,"m",0.000230214448074969,0.00694342513462587
"ssp534-over",2130,"uf",-0.00058869204226436,0.00181295627513733
"ssp534-over",2130,"gamma",0.217425639541468,0.247734201879205
"ssp534-over",2130,"UMV",-0.000985986760872784,0.000332766188035905
"ssp534-over",2130,"forcing",0.715603728905689,0.75539900460262
"ssp534-over",2135,"aPhi",0.0194479093026527,0.0283071970365425
"ssp534-over",2135,"n",0.00696629990120261,0.0173234189422281
"ssp534-over",2135,"m",0.00036716875241041,0.00739437846458391
"ssp534-over",2135,"uf",-0.000666767556629528,0.00193025094739818
"ssp534-over",2135,"gamma",0.213385673494765,0.243140575052091
"ssp534-over",2135,"UMV",-0.00114831927948683,0.000341487594688994
"ssp534-over",2135,"forcing",0.719703045771674,0.75919629909682
"ssp534-over",2140,"aPhi",0.0188729708495856,0.0277463901349245
"ssp534-over",2140,"n",0.00715600730342574,0.0179891468910559
"ssp534-over",2140,"m",0.000541932836464097,0.00791603377046723
"ssp534-over",2140,"uf",-0.000736441997500469,0.00207254895093711
"ssp534-over",2140,"gamma",0.210712970100006,0.240066108188091
"ssp534-over",2140,"UMV",-0.0013234948788609,0.000360656986389984
"ssp534-over",2140,"forcing",0.722085269058284,0.761429786493098
"ssp534-over",2145,"aPhi",0.0184701178720811,0.0274624808792726
"ssp534-over",2145,"n",0.00729536430583628,0.0186606201395862
"ssp534-over",2145,"m",0.000741778733540339,0.00852178604601928
"ssp534-over",2145,"uf",-0.000819767962379284,0.00224428130937349
"ssp534-over",2145,"gamma",0.210434138059172,0.239827757310805
"ssp534-over",2145,"UMV",-0.00152396183467007,0.000394658543633408
"ssp534-over",2145,"forcing",0.721336155667466,0.760919392954298
"ssp534-over",2150,"aPhi",0.0180764466113504,0.0271502855943091
"ssp534-over",2150,"n",0.00746793205366233,0.0193284230742078
"ssp534-over",2150,"m",0.000984491702917035,0.00914471305928921
"ssp534-over",2150,"uf",-0.000875132410102551,0.00241496123974083
"ssp534-over",2150,"gamma",0.209833826740173,0.239192530756073
"ssp534-over",2150,"UMV",-0.00170579018769705,0.000432586943270086
"ssp534-over",2150,"forcing",0.720983052801567,0.760735047049867
"ssp534-over",2155,"aPhi",0.0176917759843713,0.0268510634954477
"ssp534-over",2155,"n",0.00765358267878815,0.0200152241302038
"ssp534-over",2155,"m",0.00127731548127276,0.00982650315240807
"ssp534-over",2155,"uf",-0.000915703688111323,0.00259744908804094
"ssp534-over",2155,"gamma",0.209246851985655,0.238620127066404
"ssp534-over",2155,"UMV",-0.00188086809201777,0.000479340699745867
"ssp534-over",2155,"forcing",0.720476477572452,0.760448806319349
"ssp534-over",2160,"aPhi",0.0174118177898179,0.0266860089084937
"ssp534-over",2160,"n",0.00789639007627793,0.020796438252165
"ssp534-over",2160,"m",0.00158234848035413,0.0105536983596859
"ssp534-over",2160,"uf",-0.00097147894225376,0.00278219821375592
"ssp534-over",2160,"gamma",0.210066998740582,0.239709146002965
"ssp534-over",2160,"UMV",-0.00208923727653561,0.000525907445198426
"ssp534-over",2160,"forcing",0.718115169643854,0.758486465063731
"ssp534-over",2165,"aPhi",0.0172000424623172,0.0265978321700369
"ssp534-over",2165,"n",0.00807731616929312,0.0214900070600242
"ssp534-over",2165,"m",0.00189977041246088,0.0112791478103336
"ssp534-over",2165,"uf",-0.000988305494205456,0.00299677109148189
"ssp534-over",2165,"gamma",0.211640846057272,0.24146946994411
"ssp534-over",2165,"UMV",-0.00228171724465699,0.000590638306871449
"ssp534-over",2165,"forcing",0.715054189894919,0.755791015642556
"ssp534-over",2170,"aPhi",0.0169737237675324,0.0264512027194287
"ssp534-over",2170,"n",0.008258372833783,0.0220979770129393
"ssp534-over",2170,"m",0.00220757691520376,0.0119266182329519
"ssp534-over",2170,"uf",-0.000979516972979782,0.00318551424688651
"ssp534-over",2170,"gamma",0.212220457031563,0.242096608595138
"ssp534-over",2170,"UMV",-0.00242920764832541,0.000653530299919658
"ssp534-over",2170,"forcing",0.713318770573171,0.754289070034486
"ssp534-over",2175,"aPhi",0.0168369457997312,0.0264264520511505
"ssp534-over",2175,"n",0.00852803583515908,0.0228393208422192
"ssp534-over",2175,"m",0.00250584982075002,0.0125982422842438
"ssp534-over",2175,"uf",-0.00100506321486726,0.00335812048968953
"ssp534-over",2175,"gamma",0.214034774823208,0.244263982243839
"ssp534-over",2175,"UMV",-0.00261713074927477,0.000706713574473827
"ssp534-over",2175,"forcing",0.709879892171082,0.751276801633212
"ssp534-over",2180,"aPhi",0.0167442516737944,0.0264949781688879
"ssp534-over",2180,"n",0.00875914101097252,0.0235672632113477
"ssp534-over",2180,"m",0.00284494113436775,0.0133336365317771
"ssp534-over",2180,"uf",-0.0010278965794538,0.00355157331522205
"ssp534-over",2180,"gamma",0.216554384511688,0.247330189189866
"ssp534-over",2180,"UMV",-0.00280523582304745,0.000771199392545663
"ssp534-over",2180,"forcing",0.705412886293548,0.747406377225281
"ssp534-over",2185,"aPhi",0.0166117526078783,0.0264877936019401
"ssp534-over",2185,"n",0.00896501829581662,0.0242285312026814
"ssp534-over",2185,"m",0.00319434625789748,0.0140474222407529
"ssp534-over",2185,"uf",-0.00100415932845135,0.0037622782565061
"ssp534-over",2185,"gamma",0.218298238292842,0.249332985208947
"ssp534-over",2185,"UMV",-0.00296094903357019,0.000851726638493755
"ssp534-over",2185,"forcing",0.702098977599765,0.744493115205134
"ssp534-over",2190,"aPhi",0.0166092856687101,0.0267048279221552
"ssp534-over",2190,"n",0.00916776396946128,0.024952494334384
"ssp534-over",2190,"m",0.00357944476207571,0.0148504089047693
"ssp534-over",2190,"uf",-0.00102363448972632,0.00397681743520395
"ssp534-over",2190,"gamma",0.222078632515636,0.253945967808173
"ssp534-over",2190,"UMV",-0.00315461470785509,0.000928408024134075
"ssp534-over",2190,"forcing",0.695913096817664,0.739125840510406
"ssp534-over",2195,"aPhi",0.0165598800376533,0.026842283681712
"ssp534-over",2195,"n",0.00939899893801287,0.0256890044336956
"ssp534-over",2195,"m",0.00398584538275237,0.0156607518893137
"ssp534-over",2195,"uf",-0.001016584110996,0.00419629066740146
"ssp534-over",2195,"gamma",0.22506682793053,0.257590229109361
"ssp534-over",2195,"UMV",-0.00333132072719598,0.00101262495638765
"ssp534-over",2195,"forcing",0.6907258807669,0.73462748643881
"ssp534-over",2200,"aPhi",0.0165407327108372,0.02702250074254
"ssp534-over",2200,"n",0.00963860640693939,0.0264466967748617
"ssp534-over",2200,"m",0.00440264316748288,0.0164905021038126
"ssp534-over",2200,"uf",-0.00099702786922016,0.00443043934673315
"ssp534-over",2200,"gamma",0.228498049905889,0.261691090209252
"ssp534-over",2200,"UMV",-0.00351248417693769,0.00110663082850915
"ssp534-over",2200,"forcing",0.685010447146961,0.729613403015907
"ssp534-over",2205,"aPhi",0.0165586440766086,0.0272797238834777
"ssp534-over",2205,"n",0.00991273281862802,0.0272956234225861
"ssp534-over",2205,"m",0.0048785516528352,0.0174232282561236
"ssp534-over",2205,"uf",-0.00098359176265743,0.00468245379559373
"ssp534-over",2205,"gamma",0.232712412757251,0.266811656612487
"ssp534-over",2205,"UMV",-0.00371488522642038,0.00120754175414617
"ssp534-over",2205,"forcing",0.678058055253044,0.723541254425346
"ssp534-over",2210,"aPhi",0.0166119717266605,0.027578922996065
"ssp534-over",2210,"n",0.0101537566419304,0.0280858352220106
"ssp534-over",2210,"m",0.00534592780159849,0.018326354516575
"ssp534-over",2210,"uf",-0.000957840262199982,0.00493719990871933
"ssp534-over",2210,"gamma",0.237220715783921,0.272232745260712
"ssp534-over",2210,"UMV",-0.00390532976408486,0.00131345660807247
"ssp534-over",2210,"forcing",0.670843151853787,0.717202781023607
"ssp534-over",2215,"aPhi",0.0166806520289485,0.0279077006040089
"ssp534-over",2215,"n",0.0104613951559298,0.0289788697221941
"ssp534-over",2215,"m",0.0058462087470945,0.0192869850752189
"ssp534-over",2215,"uf",-0.000938978249462278,0.00519134850908498
"ssp534-over",2215,"gamma",0.241986302861194,0.27803935768784
"ssp534-over",2215,"UMV",-0.00411093717935234,0.00141888830473036
"ssp534-over",2215,"forcing",0.663111007910182,0.710425764352085
"ssp534-over",2220,"aPhi",0.0167437225822786,0.0282536256025646
"ssp534-over",2220,"n",0.0107578766706717,0.0298967377197845
"ssp534-over",2220,"m",0.00642386989964304,0.0203542722717299
"ssp534-over",2220,"uf",-0.000887395987289271,0.00548948999699672
"ssp534-over",2220,"gamma",0.24696243053574,0.28408086826911
"ssp534-over",2220,"UMV",-0.00431292776304554,0.00154998398389983
"ssp534-over",2220,"forcing",0.654973089648568,0.703294754545083
"ssp534-over",2225,"aPhi",0.016879688993568,0.0286916648973211
"ssp534-over",2225,"n",0.0110218872515669,0.030758624583797
"ssp534-over",2225,"m",0.00698560789669461,0.0213845012145754
"ssp534-over",2225,"uf",-0.000844200551770473,0.00577719218377393
"ssp534-over",2225,"gamma",0.252750777099882,0.291097449273989
"ssp534-over",2225,"UMV",-0.00451405169444553,0.00167528627778135
"ssp534-over",2225,"forcing",0.645886895651021,0.695301824428879
"ssp534-over",2230,"aPhi",0.0170493265519546,0.0291886887716944
"ssp534-over",2230,"n",0.0113363877533192,0.0317124943361323
"ssp534-over",2230,"m",0.00758103272687546,0.0224755815122287
"ssp534-over",2230,"uf",-0.000797833622292724,0.0060772849296139
"ssp534-over",2230,"gamma",0.259107076130132,0.298801213507525
"ssp534-over",2230,"UMV",-0.00473084665751795,0.00180799107913832
"ssp534-over",2230,"forcing",0.635955108417203,0.686537671064995
"ssp534-over",2235,"aPhi",0.0172189543158657,0.0296763279634098
"ssp534-over",2235,"n",0.011676085020362,0.0326738448708265
"ssp534-over",2235,"m",0.00818187618429913,0.0235547305523767
"ssp534-over",2235,"uf",-0.000758238737249935,0.00635671096250712
"ssp534-over",2235,"gamma",0.265178110175531,0.306268146532408
"ssp534-over",2235,"UMV",-0.00493965600441519,0.00193085185481745
"ssp534-over",2235,"forcing",0.626296340925381,0.678053903831337
"ssp534-over",2240,"aPhi",0.0173799253821936,0.0301628726922397
"ssp534-over",2240,"n",0.0120424518203655,0.0336810186563794
"ssp534-over",2240,"m",0.0088207413759385,0.0246837184939719
"ssp534-over",2240,"uf",-0.000699362669099491,0.00665247271820435
"ssp534-over",2240,"gamma",0.271134408064263,0.31360354826516
"ssp534-over",2240,"UMV",-0.0051443483220287,0.00206646274105793
"ssp534-over",2240,"forcing",0.616681039442561,0.669605769208277
"ssp534-over",2245,"aPhi",0.0175645989581598,0.0306936505793881
"ssp534-over",2245,"n",0.0124512798634587,0.0347590926137309
"ssp534-over",2245,"m",0.00948803737191695,0.0258573936215429
"ssp534-over",2245,"uf",-0.000636480019996486,0.00695459300751755
"ssp534-over",2245,"gamma",0.277374607601104,0.321308191808188
"ssp534-over",2245,"UMV",-0.00535578589381601,0.00220745189407445
"ssp534-over",2245,"forcing",0.606581637058713,0.660721826330021
"ssp534-over",2250,"aPhi",0.0177157791591462,0.0311260062828794
"ssp534-over",2250,"n",0.0127636158806205,0.0355952068602071
"ssp534-over",2250,"m",0.00998816336805336,0.0267496805829323
"ssp534-over",2250,"uf",-0.000561128663814231,0.00720907161371942
"ssp534-over",2250,"gamma",0.28229825106728,0.327234782821481
"ssp534-over",2250,"UMV",-0.00551303953883821,0.00233573115291053
"ssp534-over",2250,"forcing",0.598787906775019,0.653779873957719
"ssp534-over",2255,"aPhi",0.0178912826117383,0.0316417715848797
"ssp534-over",2255,"n",0.013135527437285,0.036594295881144
"ssp534-over",2255,"m",0.0106280535315869,0.0278585760729394
"ssp534-over",2255,"uf",-0.000461388694380762,0.00752035481662838
"ssp534-over",2255,"gamma",0.288089313905328,0.334281740476449
"ssp534-over",2255,"UMV",-0.00569239386209308,0.00249397049067934
"ssp534-over",2255,"forcing",0.589463621387519,0.645515196480392
"ssp534-over",2260,"aPhi",0.0180938684728508,0.0322087811261772
"ssp534-over",2260,"n",0.0135097724901194,0.0376240605774076
"ssp534-over",2260,"m",0.0113603328561411,0.0290806224468042
"ssp534-over",2260,"uf",-0.0003522289275836,0.00785332877106204
"ssp534-over",2260,"gamma",0.294441630273523,0.342123323963794
"ssp534-over",2260,"UMV",-0.00587492388396919,0.0026608313249864
"ssp534-over",2260,"forcing",0.579164814334394,0.636440953574334
"ssp534-over",2265,"aPhi",0.018272838519739,0.0327586080073792
"ssp534-over",2265,"n",0.0139684325401231,0.0387745648810678
"ssp534-over",2265,"m",0.0121582105978576,0.0303915159184402
"ssp534-over",2265,"uf",-0.000242318958612445,0.00818373329139976
"ssp534-over",2265,"gamma",0.300306825307352,0.349554388259815
"ssp534-over",2265,"UMV",-0.00605800282631725,0.00282784779868195
"ssp534-over",2265,"forcing",0.569133651891048,0.627685357807905
"ssp534-over",2270,"aPhi",0.0184874519970488,0.0333521028331688
"ssp534-over",2270,"n",0.0143938600109442,0.0398685507570594
"ssp534-over",2270,"m",0.0129338471571969,0.0316576077756522
"ssp534-over",2270,"uf",-0.000121786697020656,0.00851593543810447
"ssp534-over",2270,"gamma",0.306517066017549,0.357323332790609
"ssp534-over",2270,"UMV",-0.00623205934204329,0.00299963550466642
"ssp534-over",2270,"forcing",0.558817153310549,0.61861761077495
"ssp534-over",2275,"aPhi",0.0187768554651126,0.0340751767813233
"ssp534-over",2275,"n",0.0148479274927471,0.0410717728140771
"ssp534-over",2275,"m",0.013918415823239,0.0331905049877333
"ssp534-over",2275,"uf",1.6515243138926e-05,0.00889913288325428
"ssp534-over",2275,"gamma",0.31425740731263,0.36716730796568
"ssp534-over",2275,"UMV",-0.00642595243964109,0.00318944686015488
"ssp534-over",2275,"forcing",0.545971420789097,0.607398862471188
"ssp534-over",2280,"aPhi",0.0189942442598204,0.0346486677894328
"ssp534-over",2280,"n",0.0152813921585375,0.0421392714593353
"ssp534-over",2280,"m",0.0147807325272735,0.0345132856066415
"ssp534-over",2280,"uf",0.000135435972246772,0.00921120462481484
"ssp534-over",2280,"gamma",0.320114947802838,0.374790951638719
"ssp534-over",2280,"UMV",-0.00657961433858132,0.00334585368508777
"ssp534-over",2280,"forcing",0.535789190515227,0.598575713973039
"ssp534-over",2285,"aPhi",0.01915640335108,0.0351250021135064
"ssp534-over",2285,"n",0.0156547955782423,0.0430741391787861
"ssp534-over",2285,"m",0.0155829498096033,0.0357243798945114
"ssp534-over",2285,"uf",0.000275544857999176,0.00951437841396308
"ssp534-over",2285,"gamma",0.324972245544657,0.381113767695557
"ssp534-over",2285,"UMV",-0.00669854256573295,0.0035055376744787
"ssp534-over",2285,"forcing",0.527163871660158,0.591104608032952
"ssp534-over",2290,"aPhi",0.0194012772658463,0.0357374726843673
"ssp534-over",2290,"n",0.0160596828127089,0.0441025235605882
"ssp534-over",2290,"m",0.0164998416818609,0.0370880210281918
"ssp534-over",2290,"uf",0.000431842684102046,0.00985374403562678
"ssp534-over",2290,"gamma",0.3312051503087,0.389165479740528
"ssp534-over",2290,"UMV",-0.00683492975683774,0.00368220679689335
"ssp534-over",2290,"forcing",0.516491132536982,0.58181049416793
"ssp534-over",2295,"aPhi",0.0196287496980997,0.03636273516885
"ssp534-over",2295,"n",0.0164862204372634,0.045210245369647
"ssp534-over",2295,"m",0.0175828868610994,0.0386615065702322
"ssp534-over",2295,"uf",0.000652050959562462,0.0102643761386153
"ssp534-over",2295,"gamma",0.337659016159472,0.397539352853137
"ssp534-over",2295,"UMV",-0.00696009791470689,0.00390415305166725
"ssp534-over",2295,"forcing",0.505172298851708,0.571975254565096
"ssp534-over",2300,"aPhi",0.019810588535001,0.0368768308434587
"ssp534-over",2300,"n",0.016898279383249,0.0461909196517288
"ssp534-over",2300,"m",0.0184472371757234,0.0399280126006992
"ssp534-over",2300,"uf",0.000823364723904515,0.010580075419104
"ssp534-over",2300,"gamma",0.34244891572505,0.403849091312482
"ssp534-over",2300,"UMV",-0.0070609119404591,0.00407952264250733
"ssp534-over",2300,"forcing",0.496451152675452,0.564415852441275
"ssp585",2020,"aPhi",0.0168829871124352,0.0324611235202421
"ssp585",2020,"n",0.00293929709858885,0.0114750769044811
"ssp585",2020,"m",0.00994549132009914,0.0203878062774702
"ssp585",2020,"uf",-0.00293712120613757,0.00303299333426665
"ssp585",2020,"gamma",0.0286591188316969,0.0803822492768215
"ssp585",2020,"UMV",-0.00381740980343424,0.00228270500730132
"ssp585",2020,"forcing",0.865281207299309,0.915271363908854
"ssp585",2025,"aPhi",0.0110985805913508,0.0239626407472949
"ssp585",2025,"n",0.000166196351992693,0.00708099528281381
"ssp585",2025,"m",0.00882313802273609,0.0183902192951307
"ssp585",2025,"uf",-0.00297397636946221,0.00265192863486685
"ssp585",2025,"gamma",0.0328690417733335,0.0826836774015394
"ssp585",2025,"UMV",-0.00387848896210728,0.00177480683772646
"ssp585",2025,"forcing",0.875601763402315,0.923914128266542
"ssp585",2030,"aPhi",0.00829221106285875,0.0203079243577238
"ssp585",2030,"n",-0.0015202033704848,0.00515141228858551
"ssp585",2030,"m",0.00698203299074273,0.0162645385455887
"ssp585",2030,"uf",-0.00317916178802044,0.00248753353871767
"ssp585",2030,"gamma",0.0399290376778213,0.0889901129392746
"ssp585",2030,"UMV",-0.00401715714124931,0.00159635090457466
"ssp585",2030,"forcing",0.876413312505259,0.924553925689822
"ssp585",2035,"aPhi",0.00739740178267525,0.019115715877032
"ssp585",2035,"n",-0.00175714719397262,0.00497270675587103
"ssp585",2035,"m",0.00734051892845782,0.0165544798423536
"ssp585",2035,"uf",-0.00334817017329869,0.00243645473751797
"ssp585",2035,"gamma",0.0491759021886803,0.0978308456378298
"ssp585",2035,"UMV",-0.00421835440392361,0.00137568567506441
"ssp585",2035,"forcing",0.868439106511051,0.916783725548373
"ssp585",2040,"aPhi",0.00613755711565896,0.0172180654458317
"ssp585",2040,"n",-0.00239045151697329,0.00419716195569397
"ssp585",2040,"m",0.00663086160380473,0.0155490321063405
"ssp585",2040,"uf",-0.00342832034293044,0.00233888964915518
"ssp585",2040,"gamma",0.0586032272245985,0.105865635383097
"ssp585",2040,"UMV",-0.00431884418667067,0.00112342227793749
"ssp585",2040,"forcing",0.863689037893481,0.910956686943813
"ssp585",2045,"aPhi",0.00779344369538095,0.0197483357050542
"ssp585",2045,"n",-0.00244601480424559,0.00496452568478689
"ssp585",2045,"m",0.00628239095101844,0.015381899279225
"ssp585",2045,"uf",-0.00388577236219689,0.00235427983126246
"ssp585",2045,"gamma",0.0883804792807109,0.137513966033397
"ssp585",2045,"UMV",-0.00471487428281962,0.000889945325858288
"ssp585",2045,"forcing",0.829262770304588,0.88048690752479
"ssp585",2050,"aPhi",0.00927824167928159,0.0224063334584582
"ssp585",2050,"n",-0.00238570564763244,0.00603423815530246
"ssp585",2050,"m",0.0065540002463584,0.0159651841900089
"ssp585",2050,"uf",-0.00425914395383979,0.00241737093971972
"ssp585",2050,"gamma",0.118042857232609,0.170771403953933
"ssp585",2050,"UMV",-0.00501652917641531,0.00065052045609082
"ssp585",2050,"forcing",0.79211325365182,0.849496184535502
"ssp585",2055,"aPhi",0.0112572323302447,0.0263166492350558
"ssp585",2055,"n",-0.00285383162777701,0.00703982753525534
"ssp585",2055,"m",0.00474000162983074,0.0146897206993828
"ssp585",2055,"uf",-0.00485030898368399,0.00256101030991396
"ssp585",2055,"gamma",0.151775737507513,0.211058619951907
"ssp585",2055,"UMV",-0.0054023282221554,0.000607215240104653
"ssp585",2055,"forcing",0.748942184811504,0.816587705569937
"ssp585",2060,"aPhi",0.0136016232865036,0.0305258398965131
"ssp585",2060,"n",-0.00343920354550671,0.00808532060207345
"ssp585",2060,"m",0.00270183066108632,0.0131529561957782
"ssp585",2060,"uf",-0.0053070095078698,0.00269621641985862
"ssp585",2060,"gamma",0.191652001227593,0.256734591219088
"ssp585",2060,"UMV",-0.0056175684991708,0.000493008363045111
"ssp585",2060,"forcing",0.700702273598978,0.776963553187162
"ssp585",2065,"aPhi",0.0157354348944288,0.0336585606025207
"ssp585",2065,"n",-0.00401829230539885,0.00907877835342974
"ssp585",2065,"m",0.000151177521119057,0.0109187844802779
"ssp585",2065,"uf",-0.00549842853102106,0.00272786070358022
"ssp585",2065,"gamma",0.226715481136182,0.292762618959303
